ID,Description,Class
38,今天回來知道媽媽癌症爸爸也老了我只放心不下妹妹我的家會變成這樣我要負最大的責任但我只要活著不是到死都跟痛苦同行就是造成身邊的困擾只能看見絕望和腐朽好想要結婚和孩子和自己的家庭但我只會毀了另一個女人的人生又不負責任地讓無辜的生命來到這個世界與其說是求生不如說是在求死要是有個萬一只想請人幫我處理身後事--,1
39,我好難過好無力好焦慮我好害怕失去妳其實我也壓力很大啊，尤其是每次聽妳這樣說時更是我也有好多自己的問題沒解決還有很多事隱隱作痛心臟好像還是被泡在混濁的水裡胸口還是一直壓著東西還是不能控制自己地不停拔頭髮可是我知道我是妳的最後一條線如果連我都斷了，妳可能就真的失去活下去的勇氣和理由而我也不想讓妳覺得自己是累贅所以我要假裝一切都完好如初假裝我很坦然地接受妳的任何情緒很自然地跟妳聊自殺聊死亡但其實我真的很害怕、很無力我常常會檢討自己小時候是不是對妳做了什麼造成妳現在的陰影或者是我當初如果能多做一點什麼，現在是不是就不會這樣了妳不喜歡學校的諮商師妳說吃藥不能解決問題妳說沒人懂妳妳說沒有人能幫妳走出來這些我都知道，因為我也經歷過也正經歷著但我仍好希望自己能做點什麼讓妳好一點我只能很沒用地不停和妳說我很愛妳深怕妳不知道、感受不到真的好無力，呼吸都在漏氣的感覺一直有種世界要支離破碎的感覺而我什麼都抓不住--,1
40,說真的我找不到生存的理由，更覺得這次的疫情是個契機，生病很痛苦，那就痛苦，總比二十年後遲來的安樂死得好。每天起床迎接的就是上吐下瀉，吐到感覺食道都出來了，血也出來了，嘔吐已經變成強迫性的自我傷害行為了，但自己卻又無法阻止。現在，活著真的不知道追求什麼，人來人往，來來去去又有幾人知曉？可惜我無法主動地迎接它，這是承諾，我必信守，故只好被動地接近它了。一天說話的量僅止於自言自語，孤獨與否我無所謂，早已放棄所有和人聯繫的工具，孤人尚存未嘗不好，但卻不知其所謂，靜默迎終期罷。--,1
41,不行了不想再吃藥了人間就是地獄生下來就是痛苦悲傷佔據世界看出去分不清楚什麼是真的什麼是假的好想要好好畢業、工作、結婚好想要家好想要父母妹妹不會再為我難過好想要成為值得被愛的人好想要理解我的人好恨這個世界的痛苦但放眼望去只有絕望而已--,1
42,就是一點一點細微的小事迎至突如其來的崩潰。也許是工作的事，懷抱著對自己能力的不信任，以及對未來事務能否做好的憂慮。也許是收假症候群。也許是寂寞，在妹妹兩日的陪伴後，突然又落入一個人的情境。也許是經前症侯群。也許是一隻徘徊在房間內不走的蚊子。也許是疫情。也許是對各種遙遠但重要事情的擔憂。也許是對個人生命持續走下去的茫然。這種時候總是不想思考，不想睡去，不想行動。整個人彷彿陷進一種停滯的狀態，隨著時間的流逝，越來越加深對自我的厭惡。我這樣的人活在這世界有什麼意義？如果思考起這樣的事，只能絕望的發現沒有答案我無法想像未來的生活，我總覺得生命會戛然而止，不論是出自什麼原因。我好容易喜歡上一切美好的事物，但我怎麼就是無法喜歡自己呢。如果活著這件事不要那麼痛苦就好了，明明有那麼多有趣美好的事情，但怎麼還會讓人對於活著這件事感到這麼痛苦這種時候總是很喜歡重複播放 僕が死のうと思ったのは 這首歌--,1
43,去年下半年不知道是哪個月份，憂鬱的情緒就像是消失了一樣睡覺時不再會一直想東想西，不再每天思考如何自殺甚至開始對未來有了一絲絲信心這種狀況持續到寒假在不知道哪一天的晚上，他回來了我只想著他只會像是以前忍耐一下就結束了但是到今天為止快要一個月了我知道他不但回來了，還變嚴重了每天日夜不分的思考該怎麼辦害怕自己但是知道這樣子的狀態會讓旁人感到困擾剛剛一直有一個感覺，告訴我就是今天了，不要管你欠了周遭的人多少，不要管後續有多麻煩，不要想那麼多，你已經夠累了，該是時候自私一下了。我不知道是不是因為陷入憂鬱，或許是或許不是，但是現在我很像判斷不出來怕再不做些其他事我就會直接從宿舍跳下去要開學了，到花蓮了，一切都會變好的，一切都會變好的，沒事沒事--,1
44,2020 年 3 月 2 號上午 9：20 分早上8點半出門到公司20分鐘的車程被毫無意義的拉長搭車不往市區卻往山中逃避不想面對的事實，但時間不會停止僅管肉體仍然往捷運站前進可是內心焦慮與恐懼卻不曾離我而去否定自己、自卑與沒自信內心無力到無法承擔這一切，任憑情緒賤踏蹂躪自己，等到大難離頭又拍拍屁股走人宛如這一切都沒發生般，剩理性收拾殘局等到理性回歸才發現自己寫的內容窮極可笑身邊從朋友到家人全都鼓勵自己勇敢面對工作從找書看，找醫生開焦慮藥到打坐換得短暫的平靜，但一旦面對新的恐懼負面的反噬力道如入無人之境，強烈啃食內心換來的是更恐懼，甚至想死的念頭人生沒有目標很可笑找不到想努力的動機，被人說過太爽也許吧，都快30了從高中開始活在情緒掌控的國度真的愚蠢看著身邊的人一步步往上爬自己還在原地被自己控制9：36 分捷運上，我不知道下一秒會發生什麼事也不知道今天公司會發生什麼事我只知道，不解決自己存在許久的問題不會是工作逼瘋自己也不會是親朋好友逼瘋自己只會是自己，逼瘋自己。--,1
45,一年前發生的重度憂鬱再次發生了我又再次陷入想消失的情景我想要有人救我但我知道沒有任何人可以救我就跟od一樣最後什麼都免疫我好害怕我怕死了我好想消失--,1
46,"好些年前的我面臨兩種壓力一是義務役當值星帶隊時，被長官大聲訓斥 內心很受傷二是畢業退伍作生涯規劃時，對不確定的未來莫名焦慮我是個很仁慈的人不願輕易對人生氣 也兇不起來但我很怕被罵被兇 即使對方毫無道理 我仍會很難受我是個自我要求高的人希望把已知的事情做到最好但面對未知 卻沒有辦法下決定冒險結果一步都跨不出去自我要求高，且又易感的個性最終導致憂鬱症狀出現接著就是數年的服藥生活固定去身心科報到拿藥好幾次都低潮到覺得不如死了更好近年搭配頻繁的諮商 休長假總算慢慢減藥 進而停藥曾經覺得生病的自己很不幸工作感情健康都落後同儕一大截但現在得以重啟人生真的是不幸中的大幸===最近這兩種壓力又來報到了工作本來要調到理想的單位，突然被否決了，我不願意在留在原單位，欲離職，但想到未來能做什麼一片茫然昨天因為業務不熟悉沒做好被別部門的同事大聲斥責我想起年輕的自己也面對過這兩種壓力當時內心難受的不得了卻沒有任何""知識""或""方法""應對只能默默吞下來 悶在心裡或是找其他娛樂試圖轉移注意力但對於像我這種細膩易感體質、思想缺乏彈性的人透過娛樂對治鬱悶根本是杯水車薪長期忽略下還是導致了情緒疾病現在的我比起當時大了好幾歲再面對到類似壓力一樣難受臉皮還是薄禁不住罵對未來還是焦慮不安實在難受的不得了但我不再感到無助無力不再關進房間起不了床了。現在的我擁有可對治的""經驗""與""方法""===""先是正念 再來是正向。""正念，刻意將注意力放在當下，對身體情緒的反應不給予評價持續觀察著這樣難受的自己，同時將注意力放在呼吸上。如果注意力被難受的感覺拉走，就觀看著這種感覺，保持距離地看。不要壓抑難受的感覺，也不要追隨它，要追隨就去追隨呼吸吧。當注意力能順利放在呼吸一段時間，感覺會好很多，有動力做點其他事。做點其它什麼事呢?就是正向思考。想想現在的好處、未來的好處，想想被罵的好處，硬掰也要掰出來現在的自己更健康、更成熟、也更有經驗，未來工作有機會更上一層樓被罵雖然難受，但對方其實是為了把事做好，沒有針對我。幸好他是認真負責的人，直接把話說出來，日後我才不會再犯更大錯。到此，我覺得好多了，繼續過日子吧。---------矛盾的是，""想開點"" ""往好處想"" 其實是愈開心的人愈容易做得到憂鬱症狀時聽到正向思考，真的只想飆髒話，不對，想飆也沒力氣飆出來。總之人在很down的情緒下，是正向不起來的，所以先別讓自己這麼down正念不會幫助你正向到正5 但起碼能從負10提升到負2甚至中性，而且持續。休閒、娛樂、運動，則是持續性太短暫，至少我是一中斷就掉回負10了藥物當然能讓你別這麼down 可惜常有昏沉or焦慮的副作用 非長久之計總之先正念再正向思考會是個不錯的方法===經過生病這幾年的折磨不得不去好好認識自己我承認自己體質較特別，並無法像週遭朋友那麼順利，就把困難克服、看開或遺忘我容易卡在哪裡，進退兩難，結果愈陷愈深但其實只要掌握方法加上付出夠多的努力去練習，我這種人也能保有不錯的心理健康。雖然上述方法不是一次見效，可能要耗掉我兩到三天不斷重覆操作，過程是辛苦的，談不上輕鬆但既然我都願意付出努力賺錢，再付錢看醫生，吃好幾年的藥那麼付出數天努力去換取心理健康，不是更值得嗎？----------小結論:現在的嚴重症狀靠藥物舒緩過去的創傷壓力要靠諮商陪伴梳理正念跟正向的方法，可看書、可求助專業醫院的課程或跟隨正派的禪修道場而日常有壓力出現就要主動用「方法」去排解，不要偷懶期待它會自己消失，一旦累積過多爆發，就算曾痊癒，也只得回頭依賴藥物跟昂貴的諮商了。希望這些經驗能幫助到部份板友以上。--",1
47,好想死喔~~爸對我很冷漠真的傷害很大然後我又時不時幻聽一直被臭罵睡覺又做惡夢對著鏡子哭說我好痛苦喔老天讓我死一死好不好然後出門買飲料感覺有好一些回家之後又想死了...大家都怎麼度過的呢？好想死好想死好想死我趕快死一死我趕快死一死...--朋友有家庭也不想理我了 跟家人講一定被罵目前覺得去公園走走 或躺在公園 或沖個冷水澡 感覺會好些盡量找不用花錢的方法度過...感謝q大關心~~ 好人一生平安~~有打過 有的口氣很不耐煩 就沒打了 真的受不了會再試試的 感謝q大 ~,1
48,因為生病人生歸零幾番想努力還是欲振乏力藥物加到自己心慌症狀卻仍然反覆即將邁入3字頭的恐慌快將自己淹沒當初怎也想不到一病這麼多年猶記得我以為痊癒了就可以挽回人心而且會在開始治療後很快痊癒只要憂鬱症好了 他就還是喜歡我吧跨進診間時我是這麼想的天真且可笑督促我就醫的病友說 不可能那麼快好至少半年至少半年 那我就穩定服藥半年吧然後歷經自殘 自殺未遂不論是身體還是心靈都愈來愈殘破不堪不堪地活著 宛如行屍走肉我記得我最常對醫生描述症狀的詞句是：像喪屍一樣好像生命還是靈魂還是心靈那種高層次的東西被抽空了留下這軀殼在世間流浪著我沒想過一場感情可以賠上一生也沒想過自己這麼不堪一擊可是事情已經發生屆臨30排山倒海的恐慌襲來怕自己從此病下去怕自己沒有同年齡人相等的節奏不管愛情還是工作怕自己來不及奉養父母已經到這年紀 還是讓他們掛心的病患跟哥哥談起讓我心疼的妹妹家人因為她久病而漸漸麻木哥哥說 精神病患對家人來說 真是燙手山芋親情不像愛情 可以說分手就分手捧著燒得手疼 卻丟也不是聽了我心一怔也許他也這麼看我的燙手山芋可是我真的真的也不想這樣喔對了親情不像愛情可以說分手就分手這句話也刺心所以我被輕易刪除一點也不意外是這樣的意思嗎？--,1
